first_name,last_name,firm_name,title,email,phone,website,domain,city,state,country,niche,source,profile_url,address,fax,principal_agent,qeac_numbers,counselor_count
,,Aussizz Group,,,,,,Adyar,Tamil Nadu,India,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/36269,"2B, Sai Kiran Apartments, First main road No. 7, First Main Road, Chennai, Adyar, Tamil Nadu, 600020, India",,,,
,,Dream Plus,,,,,,West Zone Jianwai SOHO,Beijing,China,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/46728,"Room 705 No. 11, West Zone Jianwai SOHO, Beijing, Beijing Shi, China",,,,
,,GOALS Co.,,,,,,St Kilda,Victoria,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/45000,"35 Charles Street, St Kilda, Victoria, 3182, Australia",,,,
,,Rankora Consulting Inc,,,,,,Toronto,Ontario,Canada,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/12130,"First Canadian Place, Suite 5600, 100 King Street W, Toronto, Ontario, M5X 2A2, Canada",,,,
,,Better Land Immigration,,,,,,Toronto,ON,Canada,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/43359,"North American center, 5700 YONGE STREET, SUITE 200, Toronto, ON, M2M 4K2, Canada",,,,
,,Apogem Education Group,,,,,,Vancouver,British Columbia,Canada,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/46013,"251 5307 Victoria Drive, Vancouver, British Columbia, V5P 3V6, Canada",,,,
,,Academy of East London Ltd,,,,,,Newham,England,United Kingdom,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/46376,"Office 19, 1st Floor, 182-184 High Street North, Newham, England, E6 2JA, United Kingdom",,,,
,,ImmiCo Consultancy,,,,,,Sydney,New South Wales,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/46848,"U 1801, Level 18 233 Castlereagh Street, Sydney, New South Wales, 2000, Australia",,,,
,,Bajarh Infotech Pvt Ltd,,,,,,Nawanshahr,Punjab,India,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/46063,"2 2 Bajarh Niwas New Hargobind Nagar, Sona Road, Nawanshahr, Punjab, 1445141, India",,,,
,,WEI JIA EDUCATION,,,,,,Dalian,Liaoning Sheng,China,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/46765,"Fuxiangyuan Fuxiangyuan, Shahekou District, Dalian, Liaoning Sheng, 116021, China",,,,
,,Global Education and Visa,,,,,,Rockdale,New South Wales,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/45266,"1 522 Princes Highway, Rockdale, New South Wales, 2216, Australia",,,,
,,Daniel Cole,,,,,,Melbourne,Victoria,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/46908,"82 Primrose Street, Melbourne, Victoria, 3000, Australia",,,,
,,DRI VIAGENS,,,,,,Amparo,S?O PAULO,Brazil,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/8566,"Rua Treze De Maio, 255 Centro, Amparo, S?O PAULO, 13900-005, Brazil",,,,
,,VIET IMMI,,,,,,Melbourne,Victoria,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/46940,"365 Little Collins Street, Melbourne, Victoria, 3000, Australia",,,,
,,E. Hub International,,,,,,Kathmandu,Bagmati Province,Nepal,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/46961,"05 Floor Shree Krishna Sadan Madan Bhandari Road, Kathmandu, Bagmati Province, 44600, Nepal",,,,
,,Vobile Consultancy Services,,,,,,Xiangzhou District,Zhuhai City,China,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/46422,"Suite 806, Level 8, Block 3, U-Park Plaza, 7 Baocheng Road, Xiangzhou District, Zhuhai City, Guangdong, China",,,,
,,Ausbang Education & Migration,,,,,,Adelaide,South Australia,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/45636,"424 38 Gawler Place, Adelaide, South Australia, 5000, Australia",,,,
,,Dai Duong International Education Consultancy & Investment Co. Ltd.,,,,,,76 Nguyễn Chí Thanh,,Vietnam,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/47012,"76 Nguyễn Chí Thanh, Thành phố Hồ Chí Minh, Vietnam",,,,
,,Evan Cui,,,,,,Hamilton,Ontario,Canada,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/46951,"1467 Main Street West, Hamilton, Ontario, L8S 1C9, Canada",,,,
,,DIAMOND GROUPS EDUCATION CONSULTANTS PTY LTD,,,,,,Fulham Gardens,SA,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/43663,"454 Grange Road, Fulham Gardens, SA, 5024, Australia",,,,
,,World Visa Overseas Consultants,,,,,,Office #3 DHQ hospital road Opposite DHQ hospital Rabi Center,Mandi Bahauddin,Pakistan,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/45433,"Office #3 DHQ hospital road Opposite DHQ hospital Rabi Center, Mandi Bahauddin, Punjab, Pakistan",,,,
,,Stratica Consulting,,,,,,Mississauga,ON,Canada,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/43902,"Mississauga, 3655 Holden Crescent 3655 Holden Crescent, Mississauga, ON, L5A2V9, Canada",,,,
,,Euro Immigration Consultants Lahore,,,,,,Lahore,Punjab,Pakistan,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/41628,"Lahore, 85 Main Boulevard Gulberg 3, Al-Lateef Centre, 4th Floor, Office #25, Lahore, Punjab, 54000, Pakistan",,,,
,,Admissions Canada,,,,,,Toronto,Ontario,Canada,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/44883,"6060 3080 Yonge Street, Toronto, Ontario, M4N 3N1, Canada",,,,
,,Exclusive Educational Consulting (EEC),,,,,,Hamilton,Ontario,Canada,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/41730,"236 Pritchard Road, Hamilton, Ontario, L8W 3P7, Canada",,,,
,,Aussie Immi & Education Consultancy,,,,,,Lakemba,NSW,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/25923,"Suite 7, Level 2, 183 Lakemba Street, Lakemba, Lakemba, NSW, 2195, Australia",,,,
,,Blue Ocean Overseas Educational Consultants,,,,,,Kurukshetra,Haryana,India,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/39915,"SCO 5a Vidhata Complex Opp. new Bus Stand, Kurukshetra, Haryana, 136118, India",,,,
,,Opulence education,,,,,,Vaughan,ON,Canada,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/42161,"60 Governor Crescent, Vaughan, ON, L4L 5G7, Canada",,,,
,,Airstar Education Konect LTD,,,,,,3 Nicole Balogun Street,Lagos,Nigeria,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/45933,"Level 5, Suite 1, Dominion Plaza, by Igbo-Efon Bus-stop, 3 Nicole Balogun Street, Lagos, Lagos, Nigeria",,,,
,,Mates International Education and Visa Services Mandalay,,,,,,Mandalay,Mandalay Region,Myanmar,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/43776,"Mandalay, No 4, Ground Floor, 37 Street, Between 78 &79, Mandalay, Mandalay Region, 05032, Myanmar",,,,
,,STUDYZONE,,,,,,no. 79 Jalan Cideng Timur,Daerah Khusus Ibukota Jakarta,Indonesia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/46506,"no. 79 Jalan Cideng Timur, Daerah Khusus Ibukota Jakarta, 10160, Indonesia",,,,
,,STUDYZONE,,,,,,Jakarta,Daerah Khusus Ibukota Jakarta,Indonesia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/46535,"no. 79 Jalan Cideng Timur, Jakarta, Daerah Khusus Ibukota Jakarta, 10160, Indonesia",,,,
,,Magnificent Education & I.T Services Pty Ltd,,,,,,Bagbazar 31,Kathmandu,Nepal,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/2966,"Bagbazar 31, Kathmandu, Bagmati, Nepal",,,,
,,TRIP STUDY,,,,,,Sydney,New South Wales,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/46726,"Level 5, Suite 503 321 Pitt Street, Sydney, New South Wales, 2000, Australia",,,,
,,Aus-Apple,,,,,,Beaconsfield,Victoria,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/47116,"3-7 Souter Street, Beaconsfield, Victoria, 3807, Australia",,,,
,,Jaden Education and Migration Services Pty Ltd,,,,,,Quakers Hill,New South Wales,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/45144,"24 Icarus Place, Quakers Hill, New South Wales, 2763, Australia",,,,
,,Belyotte Education Consultancy,,,,,,Eldoret,Uasin Gishu County,Kenya,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/46382,"1st Floor Tiloi Plaza Malaba Road Located opposite the Catholic Cathedral, adjacent to Eldoret Hospital, Eldoret, Uasin Gishu County, 30100, Kenya",,,,
,,Strivio Sp. z o.o.,,,,,,Bydgoszcz,Kujawsko-Pomorskie,Poland,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/47157,"5 6 Łęczycka, Bydgoszcz, Kujawsko-Pomorskie, 85-737, Poland",,,,
,,Walras Immigration and Citizenship services,,,,,,Surrey,British Columbia,Canada,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/47125,"Fraser Heights Business Centre, 108 10422 168 St, Surrey, British Columbia, V4N 1R9, Canada",,,,
,,Global Study Guide,,,,,,Vancouver,British Columbia,Canada,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/45811,"Suite 600 777 Hornby Street, Vancouver, British Columbia, V6Z 1S4, Canada",,,,
,,Apax Education and Visa Consultancy,,,,,,Brisbane City,Queensland,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/45249,"204 Alice Street, Brisbane City, Queensland, 4000, Australia",,,,
,,Auslandische Students Recruitment,,,,,,A1 541 Ashley Botwe,Ashley Botwe,Ghana,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/46880,"A1 541 Ashley Botwe, Ashley Botwe, Accra, Ghana",,,,
,,Kingsbridge Migration and Education,,,,,,Perth,Perth,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/45756,"Level 3 12 St Georges Terrace, Perth, Perth, 6000, Australia",,,,
,,International Student Consultant,,,,,,Cranbourne East,Victoria,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/47288,"123 Elmslie Drive, Cranbourne East, Victoria, 3977, Australia",,,,
,,Dot Com Immigration,,,,,,Brampton,ON,Canada,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/43876,"5 Cherrycrest Drive, 5 Cherrycrest Drive, Brampton, ON, L6P 3W4, Canada",,,,
,,Migration Arcadia,,,,,,Auburn,New South Wales,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/45315,"Sutite 4 1 Station Road, Auburn, New South Wales, 2144, Australia",,,,
,,Front9ine Education Service,,,,,,Perth,Western Australia,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/45087,"1 184 Pier Street, Perth, Western Australia, 6000, Australia",,,,
,,EduCo Global,,,,,,Melbourne,Victoria,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/44470,"108 Lonsdale Street, Melbourne, Victoria, 3000, Australia",,,,
,,Aptitude Migration Pty Ltd,,,,,,Auburn,New South Wales,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/44661,"3 37 Queen Street, Auburn, New South Wales, 2144, Australia",,,,
,,Babatunde Mustapha,,,,,,Toronto,ON,Canada,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/41547,"83 Firvalley Court Scarborough, Toronto, ON, M1L 1P2, Canada",,,,
,,Smart Study,,,,,,Ludhiana,Punjab,India,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/47329,"SCO 24 MODEL TOWN EXTENSION LUDHIANA PUNJAB INDIA 141002, Ludhiana, Punjab, 141002, India",,,,
,,660NaMi EDUCATION LTD.,,,,,,Surrey,British Columbia,Canada,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/47336,"3465 148 Street, Surrey, British Columbia, V4P 1A7, Canada",,,,
,,Alnada career consultant PTY LTD,,,,,,Wollert,Victoria,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/47131,"8 Banrock Place, Wollert, Victoria, 3750, Australia",,,,
,,Manjit Kaur,,,,,,Sunbury,Victoria,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/47333,"39 Angelas Way, Sunbury, Victoria, 3429, Australia",,,,
,,Travel Gates,,,,,,Amman,Amman Governorate,Jordan,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/42493,"Al Tawfiq plaza, 208B Queen Rania ST, Amman, Amman Governorate, 11941, Jordan",,,,
,,Om Education & Migration Services,,,,,,Northcote,Victoria,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/47205,"100 Herbert Street, Northcote, Victoria, 3070, Australia",,,,
,,Falcon Education Consultants,,,,,,Дніпро,Дніпропетровська область,Ukraine,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/47398,"7b Sobornaya Square, Дніпро, Дніпропетровська область, 49000, Ukraine",,,,
,,Australian International Education Development Pty. Ltd.,,,,,,Chadstone,Victoria,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/47395,"15 Dundee Avenue, Chadstone, Victoria, 3148, Australia",,,,
,,topselect,,,,,,Sydney,New South Wales,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/47313,"Level10 66 Clarence Street, Sydney, New South Wales, 2000, Australia",,,,
,,InfoTech Institute For Private Training,,,,,,Reggie,Al Farwaniyah,Kuwait,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/8384,"Al Dorar Buildings Block C First Floor, Reggie, Al Farwaniyah, 15464, Kuwait",,,,
,,Febadem Global Services,,,,,,Fort McMurray,Alberta,Canada,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/45223,"207 9707 Franklin Avenue, Fort McMurray, Alberta, T9H 2K1, Canada",,,,
,,Whitehall Education,,,,,,Leeds,England,United Kingdom,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/47439,"The Leeming Building Vicar Lane, Leeds, England, LS2 7JF, United Kingdom",,,,
,,Way2Aussie,,,,,,Brisbane City,Queensland,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/47437,"5 320 Adelaide Street, Brisbane City, Queensland, 4000, Australia",,,,
,,AECC Global,,,,,,Cebu City,Central Visayas,Philippines,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/41882,"FLB Corporate Center, 7th Floor Archbishop Reyes Avenue, Cebu Business Park, Cebu City, Central Visayas, 6000, Philippines",,,,
,,StudyBird,,,,,,Sydney,New South Wales,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/45052,"9 281-287 Sussex Street, Sydney, New South Wales, 2000, Australia",,,,
,,SCCanada,,,,,,Arequipa,Arequipa,Peru,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/42308,"Urb. León XIII E-2, Urb. León XIII E-2 Cayma Arequipa Peru 04001, Arequipa, Arequipa, 04001, Peru",,,,
,,Think Smart Education,,,,,,Suanluang,Krung Thep Maha Nakhon,Thailand,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/47552,"511 RamaIXsoi51, Suanluang, Krung Thep Maha Nakhon, 10250, Thailand",,,,
,,Global Compass,,,,,,Bishkek,Chuy Province,Kyrgyzstan,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/37009,"64 Erkindik Avenue, Bishkek, Chuy Province, 720040, Kyrgyzstan",,,,
,,365 CANADA INTERNATIONAL EDUCATION,,,,,,Mississauga,ON,Canada,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/42579,"Mississauga, 205 5004 5004 Timberlea Blvd Unit 205, Mississauga, ON, L4W 5C5, Canada",,,,
,,Bright Future Education,,,,,,Keelung Road,Taipei City,Taiwan,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/47516,"5th Floor, 13 Section 2, Keelung Road, Taipei City, 110, Taiwan",,,,
,,ClassTrip Inc,,,,,,San Francisco,California,United States of America,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/47578,"1700 Van Ness Ave, San Francisco, California, 94109, United States of America",,,,
,,Learning Cheetah,,,,,,成都市,四川省,China,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/46394,"Floor 17, 2B 4 People South Road Section Four New Hope Street, 成都市, 四川省, 610047, China",,,,
,,121 Education Services,,,,,,Sheffield,England,United Kingdom,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/42815,"First Floor, 105 Arundel Street, Sheffield, England, S1 2NT, United Kingdom",,,,
,,Nexco Consultants,,,,,,Parramatta,New South Wales,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/44837,"401 20 Macquarie Street, Parramatta, New South Wales, 2150, Australia",,,,
,,Admitabroad,,,,,,Mumbai,MH,India,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/42679,"102, Vidyalankar Classes, Pearl Centre Building, Vidyalankar Classes and Publications Senapati Bapat Road, Dadar West, Mumbai, MH, 400028, India",,,,
,,Baku English Language Learning Services,,,,,,Baku,Baku,Azerbaijan,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/2926,"355b Suleyman Sani Akhundov, Baku, Baku, Az1115, Azerbaijan",,,,
,,Australian International Student Recruitment,,,,,,Jordan Springs,New South Wales,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/47699,"14 Voyager Court, Jordan Springs, New South Wales, 2747, Australia",,,,
,,UE Consulting Group Inc.,,,,,,Richmond Hill,Ontario,Canada,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/47716,"201 9955 Yonge Street 201-9955 Yonge St, Richmond Hill, ON L4C 1T9, Canada, Richmond Hill, Ontario, L4C 1T9, Canada",,,,
,,Abroad Counseling Education Network,,,,,,Kathmandu,Central Development Region,Nepal,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/43161,"Dillibazar, Kathmandu, Kathmandu, Central Development Region, 44600, Nepal",,,,
,,Alejandro Gonzalez,,,,,,Mississauga,Ontario,Canada,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/47766,"5278 Pedalina Drive, Mississauga, Ontario, L4Z 4K5, Canada",,,,
,,Global Education & Technology (HK) Ltd,,,,,,- Zhongguancun South Street,Beijing,China,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/35155,"9 Floor, Tower D Beijing New Logo 18A Zhongguancun South Street, - Zhongguancun South Street, Beijing, Beijing, China",,,,
,,Pioneer Education & Immigration Services Group Ltd,,,,,,Auckland,Auckland,New Zealand,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/46294,"205 Queen Street, Auckland, Auckland, 1010, New Zealand",,,,
,,AcademConsult Ltd,,,,,,47-49 Marata str.,St. Petersburg,Russia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/7,"Office 405, 47-49 Marata str., St. Petersburg, 191002, Russia",,,,
,,"Dr. Tabaeenia, Counsel",,,,,,Montréal,QC,Canada,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/42134,"6th Floor, 2000 Avenue McGill College, Montréal, QC, H3A 3H3, Canada",,,,
,,Stt Global Educonsults & Consultancy Services Nigeria Ltd,,,,,,Lagos,Lagos State,Nigeria,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/46889,"No 23, Bale Street Off Iyana Itire Bus Stop, Apapa Oshodi Expressway, Ilasamaja, Lagos, Lagos State, +234, Nigeria",,,,
,,skills devlopment academy,,,,,,GLEN IRIS,VIC,Australia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/46236,"770 D Toorak road appartment number 204 Toorak Road, GLEN IRIS, VIC, 3146, Australia",,,,
,,Promotora Neptuno,,,,,,Bogotá,Bogotá,Colombia,Education Agent,icef,https://connect.pierapps.com/widgets/agencies/10732,"Cra. 7 Bis A #123-15, Bogotá, Bogotá, 110111, Colombia",,,,
