first_name,last_name,firm_name,title,email,phone,website,domain,city,state,country,niche,source,profile_url,fax,street_address,zip,services,languages
,,Catholic Charities of the Archdiocese of Newark - Bishop Francis Center for Immigration Legal Services,Immigration Legal Services,,(973) 733-3516,http://www.ccannj.com,ccannj.com,Newark,NJ,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.393107-Catholic_Charities_of_the_Archdiocese_of_Newark_Bishop_Francis_Center_for,(973) 733-9631,976 Broad St,07102,,
,,Catholic Charities Trenton - Immigration Legal Assistance (Lakewood Office),Immigration Legal Services,,(732) 363-5322,http://www.catholiccharitiestrenton.org,catholiccharitiestrenton.org,Lakewood,NJ,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.393099-Catholic_Charities_Trenton_Immigration_Legal_Assistance_Lakewood_Office,(732) 363-3203,200 Monmouth Ave,08701,,
,,Church World Service (Jersey City Office),Immigration Legal Services,,(201) 659-0467,http://www.cwsglobal.org,cwsglobal.org,Jersey City,NJ,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.593144-Church_World_Service_Jersey_City_Office,,"26 Journal Square, Suite 600",07306,,
,,DIRE-Deportation and Immigration Response Equipo,Immigration Legal Services,,(888) 347-3767,https://diresupport.org/,diresupport.org,Highland Park,NJ,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.810761-DIREDeportation_and_Immigration_Response_Equipo,,"Reformed Church of Highland Park, 19 S 2nd Ave",08904,,
,,Dream Alive Foundation of New Jersey,Immigration Legal Services,,856 314 8435,,,Cinnaminson,NJ,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.775535-Dream_Alive_Foundation_of_New_Jersey,,"101 Route 130 S Adams Building, Suite 106",08077,,
,,El Centro de Recursos para Familias of Catholic Charities,Immigration Legal Services,,(609) 394-2056,http://www.catholiccharitiestrenton.org,catholiccharitiestrenton.org,Trenton,NJ,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.394026-El_Centro_de_Recursos_para_Familias_of_Catholic_Charities,(609) 394-8301,327 S. Broad St,08608,,
,,El Centro Hispanoamericano,Immigration Legal Services,,(908) 753-8730,http://www.elcentronj.org,elcentronj.org,Plainfield,NJ,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.393109-El_Centro_Hispanoamericano,(908) 753-8463,525 E. Front St,07060,,
,,El Comite de Apoyo a los Trabajadores Agrícolas (Glassboro Office),Immigration Legal Services,,(856) 881-2507,http://www.cata-farmworkers.org,cata-farmworkers.org,Glassboro,NJ,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.544898-El_Comite_de_Apoyo_a_los_Trabajadores_Agricolas_Glassboro_Office,,4 South Delsea Drive,08028,,
,,Greater Bergen Community Action,Immigration Legal Services,,201-968-0200,https://www.greaterbergen.org,greaterbergen.org,Hackensack,NJ,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.808969-Greater_Bergen_Community_Action,,392 Main Street,07601,,
,,IACO Immigration and American Citizenship Organization,Immigration Legal Services,,(973) 472-4648,https://iacoimmigration.org/en/,iacoimmigration.org,Paterson,NJ,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.776361-IACO_Immigration_and_American_Citizenship_Organization,(973) 472-4889,301 Main St Upper Level,07505,,
,,Immigrant Connection at CrossPoint Wesleyan Church,Immigration Legal Services,,(856) 376-0343,https://www.CPWesleyan.com/immigrant,cpwesleyan.com,Carneys Point,NJ,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.660479-Immigrant_Connection_at_CrossPoint_Wesleyan_Church,,333 Georgetown Rd.,08069,,
,,Immigration Community Outreach,Immigration Legal Services,,9085205001,http://www.njico.org,njico.org,Newark,NJ,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.791587-Immigration_Community_Outreach,,"17 Academy Street, Suite 308",08889,,
,,International Rescue Committee (Elizabeth Office),Immigration Legal Services,,(908) 351-5116  116,https://www.rescue.org/united-states/elizabeth-nj,rescue.org,Elizabeth,NJ,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.660889-International_Rescue_Committee_Elizabeth_Office,,"208 Commerce Place, 4th Floor",07201,,
,,Jewish Family Services of Middlesex County (Milltown Office),Immigration Legal Services,,(732) 777-1940,http://www.jfvs.org,jfvs.org,North Brunswick,NJ,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.393116-Jewish_Family_Services_of_Middlesex_County_Milltown_Office,(732) 777-1889,219C Blackhorse Lane,08902,,
,,Kids in Need of Defense (Newark Office),Immigration Legal Services,,(862) 304-5680,http://www.supportkind.org,supportkind.org,Newark,NJ,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.393111-Kids_in_Need_of_Defense_Newark_Office,(862) 367-8112,"50 Park Place, Suite 1401",07102,,
,,La Casa De Don Pedro - Center II,Immigration Legal Services,,(973) 481-4568,http://www.lacasanwk.org,lacasanwk.org,Newark,NJ,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.393112-La_Casa_De_Don_Pedro_Center_II,(973) 481-2448,39 Broadway,07104,,
,,"Latin American Legal Defense and Education Fund, Inc.",Immigration Legal Services,,(609) 688-0881,http://www.laldef.org,laldef.org,Trenton,NJ,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.487943-Latin_American_Legal_Defense_and_Education_Fund_Inc,(609) 964-1651,714-716 S. Clinton Avenue,08611,,
,,Legal Services of New Jersey - Immigration Representation Project,Immigration Legal Services,,(732) 572-9100  8782,http://lsnjlawhotline.org,lsnjlawhotline.org,Edison,NJ,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.393113-Legal_Services_of_New_Jersey_Immigration_Representation_Project,(732) 777-7070,P.O. Box 1357,08818,,
,,Lutheran Social Ministries of New Jersey - Immigration Legal Services,Immigration Legal Services,,(609) 393-4900,http://www.lsmnj.org,lsmnj.org,Trenton,NJ,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.393114-Lutheran_Social_Ministries_of_New_Jersey_Immigration_Legal_Services,(609) 393-1111,"189 S. Broad St, PO Box 30",08608,,
,,Make the Road New Jersey,Immigration Legal Services,,908-368-1196,https://www.maketheroadnj.org,maketheroadnj.org,Elizabeth,NJ,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.698063-Make_the_Road_New_Jersey,,42 Broad Street,07201,,
,,Northeast New Jersey Legal Services (Bergen County Office),Immigration Legal Services,,(201) 487-2166,http://NortheastNJLegalServices.org,northeastnjlegalservices.org,Hackensack,NJ,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.633822-Northeast_New_Jersey_Legal_Services_Bergen_County_Office,,"190 Moore Street, Suite 100",07601,,
,,Northeast New Jersey Legal Services (Hudson County Office),Immigration Legal Services,,(201) 792-6363,http://NortheastNJLegalServices.org,northeastnjlegalservices.org,Jersey City,NJ,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.633726-Northeast_New_Jersey_Legal_Services_Hudson_County_Office,(201) 798-8780,"574 Summit Avenue, 2nd Floor",07306,,
,,Northeast New Jersey Legal Services (Passaic County Office),Immigration Legal Services,,(973) 523-2900,http://NortheastNJLegalServices.org,northeastnjlegalservices.org,Paterson,NJ,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.633821-Northeast_New_Jersey_Legal_Services_Passaic_County_Office,,"152 Market Street, 6th Floor",07505,,
,,Rutgers-Newark Immigrant Rights Clinic,Immigration Legal Services,,(973) 353-5292,,,Newark,NJ,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.420514-RutgersNewark_Immigrant_Rights_Clinic,(973) 353-3397,123 Washington St,07102,,
,,"Servicios Latinos de Burlington County, Inc.",Immigration Legal Services,,6095187171,http://www.selbuc.org/,selbuc.org,Mount Holly,NJ,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.747814-Servicios_Latinos_de_Burlington_County_Inc,(609) 518-7171,"795 Woodlane Rd Box 10, 2nd Floor",08060,,
,,Agencia ALPHA,Immigration Legal Services,,(617) 522-6382,http://www.agenciaalpha.org,agenciaalpha.org,Boston,MA,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.511615-Agencia_ALPHA,,"62 Northampton St, Suite H101",02118,,
,,Ascentria Care Alliance (Westfield Office),Immigration Legal Services,,774-243-3045,http://www.ascentria.org,ascentria.org,Westfield,MA,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.392937-Ascentria_Care_Alliance_Westfield_Office,(508) 519-3089,"94 North Elm Street, Suite 401",01085,,
,,Ascentria Care Alliance (Worcester Office),Immigration Legal Services,,774-243-3045,http://www.ascentria.org,ascentria.org,Worcester,MA,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.392951-Ascentria_Care_Alliance_Worcester_Office,(508) 519-3089,11 Shattuck Street,01605,,
,,Asian American Civic Association - Multi-Service Center,Immigration Legal Services,,(617) 426-9492,http://www.aaca-boston.org,aaca-boston.org,Boston,MA,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.392938-Asian_American_Civic_Association_MultiService_Center,(617) 482-2316,"87 Tyler St, 5th Floor",02111,,
,,Berkshire Immigrant Center,Immigration Legal Services,,(413) 445-4881,http://www.berkshireic.org,berkshireic.org,Pittsfield,MA,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.392961-Berkshire_Immigrant_Center,(413) 445-4802,"141 North Street, Suite 303",01201,,
,,Catholic Charities of Boston - Refugee and Immigration Services,Immigration Legal Services,,(617) 464-8100,http://www.ccab.org/index.html,ccab.org,South Boston,MA,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.392962-Catholic_Charities_of_Boston_Refugee_and_Immigration_Services,(617) 464-8150,275 W. Broadway,02127,,
,,Catholic Charities of Worcester County - Refugee & Immigration Services,Immigration Legal Services,,(508) 798-0191,http://www.ccworc.org,ccworc.org,Worcester,MA,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.392933-Catholic_Charities_of_Worcester_County_Refugee_Immigration_Services,(508) 797-5659,10 Hammond Street,01610,,
,,Catholic Social Services of Fall River - Immigrant Law Education and Advocacy Project,Immigration Legal Services,,(508) 674-4681,https://www.cssdioc.org/ileap/,cssdioc.org,Fall River,MA,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.392940-Catholic_Social_Services_of_Fall_River_Immigrant_Law_Education_and_Advocac,(508) 675-2224,"1600 Bay Street, PO Box M/So. Station",02724,,
,,Center for New Americans,Immigration Legal Services,,413-587-0084,https://cnam.org/,cnam.org,Northampton,MA,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.770480-Center_for_New_Americans,,42 Gothic Street,01060,,
,,Centro Presente,Immigration Legal Services,,(857) 256-2981,http://www.cpresente.org,cpresente.org,Boston,MA,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.392934-Centro_Presente,(857) 256-2958,"12 Bennington Street, Suite 202",02145,,
,,Community Action Committee of Cape Cod & Islands - Immigration Resource Center,Immigration Legal Services,,(508) 771-1727,http://www.cacci.cc,cacci.cc,Hyannis,MA,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.621259-Community_Action_Committee_of_Cape_Cod_Islands_Immigration_Resource_Cente,(508) 771-1727,372 North Street,02601,,
,,Community Economic Development Center (CEDC),Immigration Legal Services,,(508) 979-4684,http://www.cedcnewbedford.org,cedcnewbedford.org,New Bedford,MA,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.559235-Community_Economic_Development_Center_CEDC,(508) 990-0199,"235 North Front St, PO Box 63005  (mailing address)",02746,,
,,Community Legal Aid (Springfield Office),Immigration Legal Services,,(855) 252-5342,http://www.communitylegal.org,communitylegal.org,Springfield,MA,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.392958-Community_Legal_Aid_Springfield_Office,,"One Monarch Pl, Suite 400",01144,,
,,Community Legal Aid (Worcester Office),Immigration Legal Services,,(855) 252-5342,http://www.communitylegal.org,communitylegal.org,Worcester,MA,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.392949-Community_Legal_Aid_Worcester_Office,,"370 Main Street, Suite 300",01608,,
,,De Novo: Center for Justice and Healing,Immigration Legal Services,,(617) 661-1010,https://www.denovo.org/,denovo.org,Cambridge,MA,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.392941-De_Novo_Center_for_Justice_and_Healing,(617) 661-1011,"47 Thorndike Street, Suite SB-LL-1",02141,,
,,Dominican Development Center,Immigration Legal Services,,(617) 524-4029,http://dominicandevelopmentcenter.org,dominicandevelopmentcenter.org,Boston,MA,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.392942-Dominican_Development_Center,(617) 523-1847,42 Seaverns Ave,02130,,
,,East Boston Ecumenical Community Council,Immigration Legal Services,,(617) 567-2750,http://www.ebecc.org/index.htm,ebecc.org,East Boston,MA,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.392935-East_Boston_Ecumenical_Community_Council,(617) 569-5946,"282 Meridian Street, Floor 2",02128,,
,,Global Empowerment Services Inc. (GEMS),Immigration Legal Services,,978-479-3678,https://www.findinggems.org,findinggems.org,Worcester,MA,US,immigration,immigration_advocates_network,https://www.immigrationadvocates.org/nonprofit/legaldirectory/organization.811278-Global_Empowerment_Services_Inc_GEMS,,48 Elm Street,01609,,
